微博发布时间,微博中文内容,情感倾向
01月10日 13:29,#公司发过什么年终奖#空气净化器，挂烫机?,0
01月26日 23:51,头痛嗓子痛赶紧来查肺炎症状我真的怕死,-1
01月11日 13:50,空气净化器、一些锅碗瓢盆、还有衣服，我怎么这么败家，摔,-1
01月12日 00:58,先转为敬//@漠小娘子:行吧，我认了，我是锦鲤//@Angeladoge本尊:卧槽？！我真的中了！！4等奖！5000+的戴森空气净化器//@Angeladoge本尊:明天年会！卧槽！//@漠小娘子:卧槽！//@今天我娶到陈信宏了嘛:是真的中了！查看图片,0
01月12日 18:08,#华为HiLink720全效空气净化器#,0
01月12日 08:56,狂吸！//@漠小娘子:行吧，我认了，我是锦鲤//@Angeladoge本尊:卧槽？！我真的中了！！4等奖！5000+的戴森空气净化器//@Angeladoge本尊:明天年会！卧槽！//@漠小娘子:卧槽！//@今天我娶到陈信宏了嘛:是真的中了！查看图片,0
01月29日 23:37,啊我荤的吃太多比如螃蟹一天吃了四只，本来要办年酒买的菜太多了，老母亲天天塞吃的我胆囊炎又发作了，半夜肋下被疼醒，还搜了半天肺炎症状今天吃了一天炒青菜了,-1
01月30日 11:00,武h肺炎防疫很重要，避免疫情U大，戴上口罩口罩需天天Q不得已才酒精再使用1、如果是健康的人，接|感染者LU也很低，戴口罩只是「以防f一」，我X得可以拿下吃，吃完再戴回去，但把握原t：m上一l生，再把下的口罩放在上面，不要口罩直接接|到桌面。2、如果「有」接?展开全文c,0
01月31日 15:59,打了个喷嚏，惶惶恐恐，以为自己得肺炎了。于是上网搜索新型肺炎的症状。直到看到一条“食欲差”。好吧。。。是我多虑了。?,-1
01月18日 05:41,多功能负离子机空气净化器，高效除甲醛，全家人身体健康才是王道！O绿洲LLJHLTJ的微博视频?,0
01月31日 08:35,【#四川新增36例累计确诊177例#】1月30日，四川省新型冠状病毒感染的肺炎病例确认专家组确认四川省新增新型冠状病毒感染的肺炎病例36例。?截至1月30日24时，四川省累计报告新型冠状病毒感染的肺炎确诊病例177例（广元市1例无症状核酸检测阳性病例，暂不纳入确诊病例统计），涉及21个市（州）。其中?展开全文c,0
02月01日 23:27,新型冠状病毒肺炎是以“湿毒”为主，并不是热毒夹湿。…对于湿毒化热、湿毒蕴热的情况下，如果贸然清热解毒，过早用上寒凉药物，必然会导致湿邪加重，会出现“冰伏”，反而影响治疗效果。故本病应该化湿为主，芳香化浊避秽，透表散邪，升降脾胃…。湿一化，郁热就散，毒也就没有了，症状自然慢慢消失。,0
02月01日 18:56,#全国累计确诊新型肺炎11791例#16号开始，喉咙不舒服，吞东西感觉有异物等等。到了24号就有点感冒症状。都没有发热。大年初二开始，就有点低烧，反反复复，最好也就37.4。这两天开始咳嗽，白天不发热，温度都是36.8左右，晚上就热一点，37.2。喉咙还是不舒服。我期间从来没有有过任何武汉接触史，我?展开全文c,-1
02月01日 19:31,不是？？？能不能点开看看人家说是你有肚子不舒服的症状推荐使用啊.........文件可没说能治肺炎啊......黑也得看清楚啊，...这不就是带节奏吗,-1
02月02日 22:41,【#私家车如何预防新型肺炎#？空旷场所可通风密闭环境下空调内循环通风】日常处于空旷场所时，可通风换气。处于密闭环境，建议关闭车窗，打开空调内循环方式进行通风。双手勤洗勤灭菌。私家车搭乘可疑症状者时，不要开启空调内循环，适度开窗通风。私家车搭乘新型肺炎感染的患者后，应及时做好私家车?展开全文c,0
02月02日 19:08,【捷报！株洲市首例新型冠状病毒感染的肺炎患者治愈出院】2月2日16:00点，新型冠状病毒感染的肺炎患者陈丽（女、化名），经攸县人民医院14天救治，体温恢复正常3天以上，呼吸道症状好转明显，连续两次呼吸道病原核酸检测，结果均为阴性，达到出院标准。?,0
01月21日 22:25,#ss0120#想不到安利公司的车载空气净化器，竟签约了宝马内部设计。也就是说以后买宝马、特斯拉里面的内部配置会有安利的逸新车载空气净化器。哎，买不起宝马特斯拉，自己配一个同款空气净化器还是买得起哒[胜利][胜利]2武汉·东湖庭园L完美瞬间25的秒拍视频?,0
02月03日 19:07,如果能把新肺炎症状控制的和感冒或者普通肺炎一样就好了?,0
02月03日 23:42,日本小学校针对疫情给学生家长的一封信：《恳请关注与新型冠状病毒所关联的人权问题》各位家长：通过报纸等的报道，众所周知，于令和元年12月以后，在中华人民共和国湖北省武汉市发生了与新型冠状病毒相关的肺炎，根据报道，以中国为中心，在世界各地都有发生类似的新型肺炎。与流感等的感染症状一?展开全文c,0
02月03日 13:21,【钟南山：新型肺炎确诊病例病死率大概是2.3%、2.4%。】2月2日，国家卫健委高级别专家组组长、中国工程院院士钟南山接受总台央视专访，就新型冠状病毒感染的肺炎无症状患者如何防控、确诊患者病死率等问题回答了记者提问，到2月2日，确诊病例病死率大概是2.3%、2.4%，因为患者集中，武汉病死率要高于外?展开全文c,0
02月04日 23:23,今晚竟然拉肚子了，不知道是不是吃了冰淇淋的原因，想到肺炎症状里有腹泻，我，害怕极了?,-1
01月22日 23:37,近日，爱国港星李彩桦为国际品牌冰尊净水器点赞！李彩桦：“Hellow，大家好，我是李彩桦，祝冰尊净水器，冰尊果蔬清洗机，冰尊空气净化器大卖，祝冰尊品牌越做越强，希望冰尊为您全家人的健康保驾护航！”?,0
02月04日 23:23,新型肺炎“口罩”防护：可疑症状者不选“呼气阀”孩子别戴“成人”L新京报动新闻的秒拍视频?,0
02月05日 19:10,【#第五版诊疗方案公布#：#无症状感染者也可能成为传染源#】《新型冠状病毒感染的肺炎诊疗方案（试行第五版）》公布：①#冠状病毒对紫外线和热敏感#，大部分消毒剂可有效灭活病毒，但氯己定不能有效灭活病毒，应避免使用含有氯己定的手消毒剂。②目前所见传染源主要是新型冠状病毒感染的患者。无症状感?展开全文c,0
01月23日 20:36,武汉安利店铺疯抢空气净化器！面对不可抗拒的外在因素，我们只能做好自己[胜利]照顾好自己[玫瑰][拥抱]?,1
02月06日 23:41,//@洋味铁汁联盟:唉//@fugly44:李文亮医生2020年1月10日出现症状2020年2月1日确诊他是八位被“训诫”的人里面那位后来感染肺炎进了icu的医生,0
02月06日 23:16,从出现症状到确诊，他等待了二十天确诊五天后，他去世了但从他提醒出现病毒性肺炎到被公安训诫仅用三天我们的行政效率、反应速度其实是很快的可惜没用在救命上……?,0
02月06日 22:46,不会吧//@多肉葡萄叶W冫://@冬京巨兔:我真的好希望这个是谣言//@握经://@h意粉:有消息Q李t生今晚9c半去世了......//@fugly44:李文亮医生2020年1月10日出现症状2020年2月1日确诊他是八位被“训诫”的人里面那位后来感染肺炎进了icu的医生,-1
01月26日 13:33,???空气净化器1??台现在就有白色，谁想买赶紧点哈一会白色也没有了?,0
01月26日 22:10,@beadys//@雄大评装修:新风、空气净化器和空气消毒机是三样不同的东西，我最近家里刚买了一款空气消毒机，哈哈~~~~//@防臭地漏老尹:和抽烟的肺一样//@老骥伏枥的冀:恐怖，滤芯要勤换。O网页链接,0
01月26日 08:52,??专家说：安利SKY空气净化器滤网直径（0.0024微米），比新型冠状病毒（大约0.1微米）还要小40多倍，所以能有效滤除新型冠状病毒！??2昆明O网页链接?,0
02月07日 10:45,#打赢疫情防控阻击战#【转扩！关于新冠肺炎的30个真相】什么是新型冠状病毒？什么人会传染它？具体的感染症状是什么？关于潜伏期、关于传染、关于预防、关于“特效药”…一图带你完整了解新型冠状病毒感染肺炎的30个真相！转发收藏！助你科学防疫！,0
02月07日 19:15,截至1月31日6时，天津市新增1例新型冠状病毒感染的肺炎确诊病例，确诊病例增至32例。第32例患者，男，28岁，居住在天津市宁河区，无武汉旅游史和工作史。患者于1月20日前到过湛江、南昌、北京等地，20日返回宁河。21日至23日多次与亲友聚餐和商场购物。1月23日患者出现发热等症状，26日就诊于宁河区医?展开全文c,0
02月08日 17:48,#宁夏快讯自媒体##待在家里就是对国家最大的支持##新冠肺炎传播途径包括气溶胶传播#好消息2月8日，经过自治区专家诊疗组诊断，有10名确诊的新冠肺炎患者临床症状明显好转，体温正常3天以上，两次病毒核酸检测为阴性，专家组认为患者已达到治愈条件，正式出院。当日上午，从固原市转诊自治区第四人民?展开全文c,0
02月08日 16:22,宁夏刚刚，宁夏又有10例确诊患者治愈出院！2月8日，经过自治区专家诊疗组诊断，有10名确诊的新冠肺炎患者临床症状明显好转，体温正常3天以上，两次病毒核酸检测为阴性，专家组认为患者已达到治愈条件，正式出院。当日上午，从固原市转诊自治区第四人民医院的新冠肺炎确诊患者伏某、张某已经?展开全文c,0
01月28日 17:01,买空气净化器@ashui123_taobao_com,0
02月09日 19:32,【建水县新型冠状病毒感染的肺炎疫情情况#通报#】2020年2月8日16时至2月9日16时，建水县无新增新型冠状病毒感染的肺炎确诊病例。截止2月9日16时，建水县累计报告新型冠状病毒感染的肺炎确诊病例1例，目前，患者症状较轻。2红河哈尼族彝族自治州·建水县?,0
02月12日 22:41,第46秒的专家说出了我这两天的判断。,0
02月13日 20:51,湖南冠状病毒疫情中医参与率达90%以上，在抗击新冠肺炎疫情的硬仗中，湖南中医药再次发挥了威力。截至2月12日24时，全省总计确诊968例，中医药参与救治915例，占94.52%；出院312例，其中286例中西医结合治疗，中西结合治疗率91.67%；在院656例，中医药参与治疗629例，症状改善共453例，占72.02%；中医?展开全文c,0
02月13日 19:08,//@知名大奖绝缘体J:我来总结一下，阿姨和老公从大年三十就没出过门，老公五天前开始胃痛，一直没有发烧症状，当天是由于胃痛无法忍受，所以去社区医院，医生告知是新型肺炎，他们一家人才知道是肺炎，并且已经很严重了,-1
02月14日 17:02,【攀钢钒钛重庆孙公司复工发生聚集性疫情严重事件已封楼隔离】2月14日，一份落款为大足工业园区管理委员会的紧急通知称，2月10日巴南区攀钢重庆钛业公司由于复工后未严格按照市疫情管控要求进行管理，发生一起聚集性疫情严重事件，造成攀钢重庆钛业公司2例新冠肺炎确诊，1例无症状阳性感染者，131人密?展开全文c,0
02月14日 21:16,【国家中医医疗队累计收治确诊疑似患者248人，症状改善159人】2月14日，湖北省召开新型冠状病毒感染的肺炎疫情防控工作例行新闻发布会。国家中医药管理局医疗救治专家组组长、中国工程院院士、中国中医科学院院长黄璐琦介绍，国家中医医疗队在当地大力支持下，坚持中医药结合、突出中医药特色，累计收?展开全文c,0
02月15日 20:20,【辽宁日报独家专访丨无症状感染者到底咋回事，传染性如何】#抗击疫情辽宁在行动#经检测，目前辽宁从所有确诊新冠肺炎患者的密切接触者中发现了36例阳性者，即无症状感染者。其中31名无症状感染者陆续出现临床症状，还有5人没有发病。关于无症状感染者相关问题，省疫情防控高级别专家组成员接受辽报?展开全文c,0
02月15日 19:53,【#9例重症患者血浆抗体治疗效果显著#】1月20日，武汉20多名新冠肺炎感染的医务人员在康复后10天献出自己的血液。2月8日新冠肺炎康复者血浆抗体治疗开始进行，首批共有9例重症患者接受这项治疗。专家表示：一般24小时后，患者症状开始减轻，淋巴细胞比例上升，C反应蛋白下降，发现患者肺CT表现，渗出明?展开全文c,0
02月15日 23:53,【新冠患者#确诊前自行服用双黄连无效#，后被送医住院隔离治疗】江苏连云港，一患者于2月11日被确诊为新冠肺炎，经相关部门询问得知，该患者于2月7日至8日自行服用双黄连，2月9日早上出现头晕、胸闷、干咳症状，被送往医院。目前，该患者被收治住院隔离治疗。此前国家卫健委专家组成员张伯礼曾提?展开全文c,0
02月16日 19:56,#南京身边事#【南京一新冠肺炎患者#隐瞒旅游史致65人隔离#：聚集吃火锅聊天，被立案侦查】近日，江苏南京一被确诊新冠肺炎病例女子陈某某，因隐瞒外出旅游史，被以涉嫌妨害传染病防治罪立案侦查。民警称，陈某某咳嗽等症状加重后，仍与他人聚集吃火锅，与邻居晒太阳聊天等。目前65人被集中隔离观?展开全文c,0
02月16日 20:05,#津日站“疫”#【天津超1/3新冠肺炎患者治愈出院16日出院再增8人累计45人】2020年2月16日，经过天津市海河医院医护团队连日来精心治疗，又有8名新冠肺炎患者病情好转，呼吸道症状逐渐减轻，肺部影像显示病灶明显吸收，各项生化指标检测正常，两次核酸检测均为阴性，经市级专家组评估，均符合我国《新?展开全文c,0
02月17日 21:33,【好消息！治疗新冠肺炎#清肺排毒汤具有良好临床疗效#】目前已经有10个省57个定点医疗的701例使用清肺排毒汤的确诊病例纳入观察，其中有130例治愈出院，51例症状消失，268例症状改善，212例症状平稳，没有加重。#众志成城战疫情#L央视网快看的微博视频???,1
02月17日 19:27,【#钻石公主号乘客无症状检测呈阳性#】2月15日，一对美国夫妻同乘日本邮轮“钻石公主”号，妻子感染新冠病毒不得回国。报道称女子并无新冠肺炎症状，却在约一周前检测出感染病毒，随后下船入院隔离与丈夫分离。女子在医院里再次检测，结果依然是阳性。L世面的秒拍视频2大连?,0
02月09日 15:43,我在京东发现了一个不错的商品，赶快来看看吧。三星（SAMSUNG）空气净化器KJ310F-K3020PW温馨粉卧室智能@京东“免费试用重磅来袭，用一年不满意全额退款!几千多元投资银行能有多少利息？但是投资健康能让你获利更大！”详情点击”即可获赠大礼一份大礼。三星（SAMSUNG）空气净化器KJ310F-K3020PW温馨粉卧室智能?,0
02月09日 18:18,#春运#尽量不要在车内吃东西，车内放质量好点的空气净化器或者炭包，保持车内空气的清洁，行驶到空旷无人的地方适当开窗通风换气，保持车内新鲜的空气，身上和车内多备些消毒纸巾，上下车进行常碰到的位置的消毒，戴专用口罩，不要频繁取下，备着一次性手套，与外人接触时戴上，回到家马上洗手消毒。查看图片,0
02月11日 16:31,病毒无情[大哭]安利有情[爱心]逸新空气净化器几乎是市面上唯一一款可以过滤冠状病毒??的空气净化器！国家疾病预防控制中心紧急通报：新型冠状病毒直径约0.08微米了，逸新空气净化器过滤直径为0.0024微米[强][强]L家悦15945312400的微博视频?,0
01月02日 12:35,//@简木生--撰稿者://@看看新闻KNEWS:【与病毒性肺炎有关联#华南海鲜批发市场休市整治卫生#】今日，武汉相关部门发出公告：“经研究，决定对华南海鲜批发市场实行休市，进行环境卫生整治请广大商户积极配合，开市时间另行通知。”近期，武汉已发现27例病毒性肺炎病例，目前尚未发现明显人传人现象,0
02月12日 17:42,看到第四张图我感动的想哭??【同心战“疫”，如新在行动】爱在行动中[爱心]前线报道，之前捐赠的400台空气净化器，今天已经出仓运去湖北啦！！！会全部用于疫情严重的湖北黄冈市12家医院。下面就是仓库小哥们装箱的镜头！坚持善的力量，我们从未停下脚步！武汉加油！中国????加油！！！?展开全文c,1
01月03日 17:17,武汉卫健委发布公告，截至目前，初步调查表明，未发现明显的人传人证据，未发现医务人员感染。病原鉴定（包括核酸检测和病毒分离培养）和病因溯源工作正在进行中，已排除流感、禽流感、腺病毒感染等常见呼吸道疾病。符合不明原因病毒性肺炎诊断患者44例，其中重症11例。?,0
02月13日 13:39,大家好有没有好用的空气净化器推荐一下祝愿您和您的家人身体健康?,0
02月14日 20:19,//@化妆其实很简单:空气净化器,0
02月18日 16:50,小米（MI）空气净化器2S除PM2.5除异味除烟尘米家APP智能操控适用21-37O颗粒物CADR值310【在售价】699.00元【传送门】O网页链接?,0
02月18日 23:22,【599】美的家用除病菌空气净化器，给了-800元大唬拍下只要599到手，皮卡丘的款要贵100块钱，支持Wifi控制，除菌率99.99%，看介绍是可以除病菌的，有需要的可以看看呀~????二合一：O网页链接?,0
02月18日 11:40,放雾霾进来，把病毒带出去。当然如果疫情结束后，重度雾霾肯定不建议开窗，但非常时间，两害相权取其轻。更何况家里如果有空气净化器的还能净化雾霾，但没法消灭病毒，所以不管有没有雾霾，也要开窗通风！O网页链接?,0
02月18日 12:49,//@里斯352:鲁大师解读//@挑剔的Louis:毫无疑问，空气净化器可以去除空气中的病毒，不仅如此，单次过滤效果显著好于紫外线，等离子体等所谓的杀灭技术，不需要去质疑了。在生物实验室，也根本离不开HEPA过滤生物气溶胶。如果不能，请问使用同类PP驻极滤材的口罩如何过滤病毒呢？跨行如跨山，科,0
02月17日 14:33,#战疫有我文明生活一起来#外出回来，鞋子需要消毒吗？中国疾控中心研究员冯录召表示，日常生活中无需对鞋底消毒，保持清洁即可，建议回家之后在门口换鞋。此外，空气净化器不一定能适用过滤病毒，建议家庭每天对室内换气，同时应注意室内外温差大引起感冒的风险。,0
01月22日 18:30,//@复旦孙沛东:1月14日出现一对夫妻共同发病的案例，在处理上，应该立即采取有效措施防止“人传人”，而不是强调不会人传人。这是基本原则，也应该是常识。而15名医务人员被感染，更是人传人的铁证，理应尽早向全社会公开。//@爱之秃鹫:转发微博,0
01月23日 22:37,别愚昧别无知别侥幸治好了也伤身的#新型冠状病毒##钟南山肯定新型冠状病毒肺炎人传人#?,-1
01月24日 19:49,向太新年快乐呀//@向太Tiffany:别错过今晚的小春晚节目。不过没关系这里有的看一个励志的大男孩带着一群中、小男孩打功夫的精彩片段。是中国人都要看，因为外国人也会偷偷的看,1
01月24日 14:45,【WHO：#新冠病毒人传人似乎尚限于亲密接触#，主要是家庭及医患间】北京时间1月24日，世界卫生组织宣布，目前新型冠状病毒肺炎尚不构成国际关注的公共卫生紧急事件。世卫总干事称，目前发现的人与人传播案例出现在家庭成员以及医生病人等亲密接触人群之间，但仍有许多未知信息。L时差视频的微博视频?,0
01月24日 22:58,意外与明天永远不知道那个先到！新年的钟声即将敲响，能不能走进2020，鲜活的生命就看造化了！在人传人的疫情中，谁都不知道自己会怎样，希望大家重视起来，不要无知或无视，因为这也关乎你自己与全社会的健康！今天除夕夜，愿我的朋友们平平安安健健康康快快乐乐！！！本宫心语?展开全文c,0
01月26日 23:16,"//@心飞翔_52419:2020年1月1日武汉市公安局对""散布谣言者""依法处理，1月18日武汉市举办了年味十足的团年饭，1月20日钟南山宣布出现人传人，同一天武汉市zf派发20万张旅游优惠券，1月21日省领导观看文艺汇演，1月23日广东，浙江，湖南启动一级响应，一月24日下午湖北才启动一级响应。",0
01月26日 23:06,"//@心飞翔_52419:2020年1月1日武汉市公安局对""散布谣言者""依法处理，1月18日武汉市举办了年味十足的团年饭，1月20日钟南山宣布出现人传人，同一天武汉市zf派发20万张旅游优惠券，1月21日省领导观看文艺汇演，1月23日广东，浙江，湖南启动一级响应，一月24日下午湖北才启动一级响应。",0
01月26日 14:20,从今天开始，请各位认清事态。这个世界上有很多比赚钱更重要的事情。这次的冠状病毒流感非常的严重，严重到在此之前我们根本无法想象。这个新型病毒的传染性远强于SARS，以下三点事实参考一下：第一，被感染者在10－14天的潜伏期内没有任何症状，就是现在机场、车站、码头都以发热来测定、防?展开全文c,0
01月27日 20:47,《武汉通报肺炎情况：不排除有限人传人可能，但持续人传人的风险较低》早前，“武汉发现不明原因肺炎”的新闻在全网刷屏，并引发关注和担忧。1月15日，武汉市卫健委官网发布的《新型冠状病毒感染的肺炎疫情知识问答》指出，现有的调查结果表明，尚未发现明确的人传人证据，不能排除有...?展开全文c,0
01月27日 23:03,当下的肺炎症状，为2019年冬季温疬病的延续，理论上现在的趋势已经减弱，多数是过度疲劳，体质虚弱者受传染而发作。凡是2016年发生过大水灾的区域，均有可能出现传播源和高吻合传播环境，再考虑到已具备人传人的特征，还有春运期间高流动性和人群密集特征，需加倍注意预防。#抗击新型肺炎我们在行动#,0
01月27日 23:06,头，我数一万只羊也睡不着。”　　简聿侧过了身子，盯着温#淡然处之03#曦的眼睛:“#钟南山肯定新型冠状病毒肺炎人传人#?,0
01月27日 19:23,#新型冠状病毒##春节假期延长至2月2日#请求假期再延迟，尤其是人口流动的大城市里，这个病毒是人传人通过呼吸就可以传染，春天就要来了，这种现象会更加严重，春风会不会放过任何一个人，武汉已经不可开交，为什么不等病情抑制住了一些再开始工作，难道要死更多的人才甘心吗？?,-1
01月27日 21:52,#云南确诊病例增至26例#我就觉得那些知道这个流感会人传人还乱跑的，不是真的蠢就是真的坏?,-1
01月27日 09:23,"//@心飞翔_52419:2020年1月1日武汉市公安局对""散布谣言者""依法处理，1月18日武汉市举办了年味十足的团年饭，1月20日钟南山宣布出现人传人，同一天武汉市zf派发20万张旅游优惠券，1月21日省领导观看文艺汇演，1月23日广东，浙江，湖南启动一级响应，一月24日下午湖北才启动一级响应。",0
01月28日 17:40,简单说就是“人传人”了。,0
01月28日 17:40,//@玫景寓心:科学的原则是实证。那么，当不可证真的时候就要证伪。如果还不能证实人传人，但同时也不能证伪、即证明不了人不传人，就不可视为谣言。本案系医务人员发布的他经历的事情，更要慎用司法手段处理。法律的原则是事实为依据，必须有事实证明这是虚假信息、即证伪后才可动用公权力处置。,0
01月28日 23:51,//@六六十二sweetie://@荞麦chen:钟院士20号说“人传人”，然后就一切极速得……我以为半年都过去了，结果今天才初三。,0
01月29日 23:23,回复@南漂小生:要问你们的九头鸟，既然有当年非典的经验教训，又有医生在网上发警告信息了，为何还用静态分析代替动态发展，用“不人传人”、“有限人传人”误导地球人，使大家放松警惕？马克思说事物是不断发展的，应该预测小火苗会烧毁大森林，应该早就预见病毒危害性，及时宣传防控知识，赶早封城。@胡锡进,0
01月29日 21:10,这他妈才四天啊//@百香果的气息:谁能想到，离钟院士在电视上宣布病毒可以人传人才过去4天。。。。这4天发生太多事了。。。。。。。,-1
01月31日 23:48,祝您健康//@管鑫Sam:这位就是在第一时间提醒医生群内的同事们小心病毒、被公安机关“训诫”、12日自己在一线被感染入院、那时还在纳闷为什么没有通报人传人、医护人员感染病例的，李文亮医生。（sorry定语写太长了）,0
01月31日 23:49,12月下旬就已经有官媒说人传人，后来又进行所谓的“辟谣”，元旦的时候我就和家里人说要戴口罩了，只要关注过的人，都知道这病毒的严重性，如果当时政府重视并发通告采取防护措施，就不是今天这个局面了，都是不作为的结果！,0
02月01日 21:52,近日，武汉市就新型冠状病毒感染的肺炎综合防控回答记者提问时表示，目前综合判断，对此次疫情的初步印象是新型冠状病毒的传染力不强，不排除有限人传人的可能，但持续人传人的风险较低。春节、元宵两节将至，我们出行、会友该注意些什么呢？O网页链接?,0
02月01日 16:58,//@瑞记:因为还是有人传人的风险啦,0
02月03日 23:55,//@金融玫瑰:对呀，我忘了这个角度//@姑孰雁:她已经知道这个病毒的厉害，为什么武汉发现这个病毒时还说不人传人，良心呢,-1
02月04日 14:56,#澳门赌场将停业半个月#真的是澳T_埠以淼谝淮危鐾I15天。而且不得o故放T工o薪假，要龀起社任。特首的果Q是因橐呀在人口最密集的黑沙h地^出F了Bm勺谌魅案，心非典r期香港淘大花@的K≡侔l生。澳T是人口密度最大的地方，的_再怎N小心也不檫^。其牟?展开全文c,0
01月24日 18:34,#疫情地图#拉萨挺住！??????2银川?,0
01月25日 11:16,#疫情地图#21号新增149例，22号新增131例，23号新增病例259例，24日新增444例。增长速度确实比较快。期待能够在几天之内到达顶峰，然后每日增幅开始下降！???,0
01月25日 23:53,#最新疫情地图#我喜欢的中国红不是这种红……一定会好起来的，在评论里看到这样一句话“等这次病毒放过我们之后，也希望人类能放过那些野生动物吧。”????,1
01月26日 23:27,#最新疫情地图#每天打开微博，都希望能看到好消息，希望中国人都加油，一起挺过去！！?,1
01月27日 23:20,#武汉加油##最新疫情地图##共同战疫#【关于春节期间暂停举办聚集性群众文体活动及旅游景区、文体场馆、娱乐场所临时关闭的通知】O关于春节期间暂停举办聚集性群众文体活动及旅游景区、文体场馆、娱乐场所临时关闭的通知?,0
02月11日 21:06,狮子国不是说不管了嘛？,0
02月12日 18:18,#新型冠状病毒#不是道了歉就能被谅解的那是一个个鲜活的灵魂在人间还有很多未完成很多活着的希望全部都没来由的陨落了真正需要出来道歉的是街道负责人吗是野生动物食用者贩卖者是诬陷李医生造谣者是物资不能及时合理调配的机构负责人是新冠登上热搜之后站出来说不会人传人的砖家多少?展开全文c,-1
01月28日 22:11,『实时更新|武汉新型肺炎全国疫情地图-新浪报道』O实时更新|新冠肺炎疫情地图?,0
01月28日 23:50,快看啊！,0
01月28日 10:05,看著疫情地D，真的想吼一：西藏加油挺住?,1
02月14日 17:20,讲道理人类造的孽人传人的病怎么不把人打死呢？//@Super柯南_Rhs:人心坏了,-1
01月29日 23:35,『实时更新|武汉新型肺炎全国疫情地图-新浪报道』O实时更新|新冠肺炎疫情地图?,0
02月15日 19:00,请问高福专家基于何理论保证新冠病毒人不会传人？作为负责调查专家是否因为你的调查结果导致疫情扩大？是否达到法律责任？,0
02月16日 23:57,1月3号，营长发布2020年十大预测：“小心海鲜市场”。当日，武汉卫健委通报“未见明显人传人”。1月20日，公司紧急召开防新冠病毒全体会议。当晚，钟南山通过央视确认病毒“人传人”。21日，主要组合仓位降低至2成，专户调至移动办公和医药股，对冲期权空单。遇到情况，把“队友”想的笨一点，没坏处。,0
02月18日 22:01,当时的新闻确实看过！是他说，不会存在人传人和孩子不容易被感染！当时评论区一大片人都是说，终于放心了，，，可是慢慢都被打脸了，现在想甩锅？容易吗？那些新闻可不是一两个人看过！他和钟老比，是没有勇气和担当的！有些人说是zf让他说的，可笑！这人明显就是自保位置，缺乏信念！多几个这样的人，,0
02月06日 22:44,#蔚蓝地图#实景。2020年02月06日22点，南昌市，阴，6°C，湿度89%，风力2级，风向西北风，空气质量优。众志成城抗击疫情风雨同行江西南昌疫情防控志愿者在行动。?,0
02月06日 23:45,文昌学子为疫情加油1#最新疫情地图##手写加油接力#L搞笑欲的微博视频?,1
02月07日 22:22,L交通安全蜀黍的秒拍视频?,0
02月08日 23:38,#最新疫情地图##故意隐瞒病情就是给病毒当帮凶#不要慌张，心态要好，多做善事。O面对疫情心理防疫有多重要??,0
02月09日 23:27,#最新疫情地图#,0
02月09日 17:00,#最新疫情地图#这段MV转给祖国！《天耀中华》????愿你平安昌盛！????生生不息！#新型冠状病毒#L扎西德勒·天珠收藏的微博视频?,1
02月10日 09:30,最新疫情地图外网一位网友做的图?,0
02月11日 22:13,#抗击新型肺炎六安在行动#【感动！这些身在异乡的六安人心系家乡！】2月11日上午，六安市在外人才协会浙江分会捐赠的100件价值5万元的医用酒精，顺利送达六安市新冠肺炎疫情防控应急指挥部。而这已经是他们捐赠的第二批物资了，首批280箱84消毒液，于2月7日送达市经信局指定的物资仓库。?展开全文c,1
01月27日 15:12,#抗击新型肺炎我们在行动##字儿越少事儿越大##首都国企抗击新冠肺炎疫情#【首发集团全力打好疫情防控攻坚战】“目前，我们已成立疫情应对防控应急保障工作领导小组，制定了《首发集团新型冠状病毒疫情应对防控保障应急预案》，组织领导所属各单位压实责任、一体联动，共同开展疫情防控工作。”首发相?展开全文c,0
02月14日 23:00,#兰州爆料##兰州万众一心全民战疫#【甘肃省新冠肺炎疫情地图】???,0
02月14日 22:05,#济南爆料#【工人新村南村：夫妻双双齐上阵并肩一线战疫情】疫情发生以来，工人新村南村街道办事处城管中心副主任邵智鹏就一直坚守在一线。除了自己的工作外，邵智鹏还包管工人新村南村的疫情防控工作。据悉，邵智鹏的妻子也是社区工作人员，虽然夫妻二人在同一街道工作，但是两人见面的时间却寥寥无?展开全文c,0
02月14日 22:29,中国首款“疫情卫星地图”速查系统覆盖全国【来自中新网客户端】O网页链接?,0
02月14日 22:06,#全国最新疫情地图#腾讯微信小程序靠谱不？上午十点推送死亡1489例，晚上九点推送更新数据死亡1382，难道107个人上午去世了下午有被救活了？如果是真的死而复生，那还怕什么，出去玩啊，能复活的。这数据发布的太随意了吧？?,-1
02月17日 20:24,警察女儿当面被杀，同事却劝他想开点！一部揭露政府腐败的犯罪片#杭州今起进公共场所须三色码认证##最新疫情地图#L搞笑坝坝的微博视频?,0
02月18日 23:23,【#钟南山为有体力工作坚持健身#】钟南山院士曾在2004年因透支太厉害，得过心肌梗死，放了一个支架。现在，为了能够做工作，钟老仍在坚持健身。他的父母都是医生，父亲曾留给他一句话：“一个人要是能够给这个世界留点什么东西，那他算没白活。”如今，他仍战斗在战疫一线，转起！致敬！?展开全文c,1
